id,target
1467,7.725784
1468,7.71871
1469,7.809616
1472,7.477533
1475,6.990562
1476,7.996688
1477,7.825465
1483,7.59711
1484,7.53662
1485,7.375486
1488,7.522698
1491,7.745096
1494,7.421309
1498,7.282541
1502,7.390319
1503,7.442004
1506,7.349098
1509,7.811476
1511,7.273772
1516,7.171962
1518,7.466626
1519,7.431168
1523,7.995808
1526,7.56587
1532,7.468622
1535,7.809572
1538,7.17801
1539,7.509286
1541,7.285306
1543,7.382371
1544,7.525972
1546,7.866666
1547,7.177889
1548,7.20283
1555,7.307129
1556,7.899593
1558,7.374376
1559,7.46851
1561,7.54134
1562,7.682597
1564,7.3649
1567,7.438979
1568,6.917796
1569,7.554366
1575,7.142752
1576,6.954772
1578,7.917732
1583,7.421966
1584,8.421425
1587,7.918385
1595,7.71472
1596,7.465302
1597,7.107991
1601,6.860896
1604,8.010461
1611,7.228142
1613,7.297808
1615,7.308012
1616,7.475092
1620,7.375876
1622,7.693484
1626,7.083914
1628,6.876966
1629,7.350837
1633,7.592636
1635,7.570106
1636,7.741886
1637,7.577415
1640,7.194766
1642,7.52601
1643,7.335215
1644,7.393452
1646,7.581682
1647,7.453184
1648,7.341079
1654,7.294041
1657,7.288066
1658,7.25338
1661,6.630739
1668,7.170529
1669,8.293926
1670,7.397404
1672,7.074774
1675,7.181538
1676,7.877848
1678,7.181429
1679,7.394744
1684,7.503376
1686,7.082393
1691,7.106682
1692,7.485893
1697,7.672358
1699,7.812632
1700,6.856664
1703,7.584016
1704,7.093371
1707,7.741705
1708,7.823452
1711,7.188612
1713,6.943948
1714,7.786758
1717,7.56167
1721,7.120836
1723,6.885245
1724,7.637512
1727,7.623616
1728,7.395132
1731,7.776634
1735,7.800654
1736,7.650144
1738,7.439669
1740,7.128332
1741,7.611116
1743,7.596475
1744,7.47707
1745,7.653072
1746,7.38885
1747,7.744025
1750,7.217496
1753,7.515968
1760,7.332894
1762,7.281492
1763,7.099502
1764,7.240576
1766,8.075992
1767,7.479769
1769,7.699569
1770,7.619724
1773,7.16582
1775,7.07684
1779,7.440062
1785,7.506791
1786,7.689768
1787,7.37534
1791,7.479738
1794,7.922002
1795,7.584406
1801,7.152991
1805,7.57504
1811,8.10912
1815,7.557209
1816,7.373102
1820,7.434788
1822,7.499464
1823,7.659004
1824,7.658702
1825,7.051332
1826,6.880269
1829,7.253886
1831,7.796624
1834,7.844664
1835,7.445224
1837,7.598362
1839,7.068832
1850,7.674414
1851,7.321716
1852,7.866444
1853,7.590161
1854,7.344144
1855,7.758521
1857,7.438169
1859,7.201868
1860,7.271592
1861,6.779642
1864,7.30799
1865,7.450336
1867,7.650608
1871,6.79828
1872,7.380856
1873,7.287434
1875,7.403924
1876,7.444353
1880,7.255608
1882,7.500413
1883,7.6502
1885,7.361664
1888,7.700031
1894,7.371628
1902,7.751078
1903,7.72838
1908,6.872246
1910,7.91205
1915,7.089554
1921,7.488793
1923,7.461536
1929,7.38957
1930,7.474117
1932,7.623134
1935,7.375746
1936,7.433658
1937,7.582507
1938,7.495368
1939,7.692882
1945,7.441798
1947,7.667457
1950,7.141528
1952,7.735002
1955,7.376572
1962,7.2403
1963,7.297705
1964,7.420244
1967,7.450598
1968,7.650672
1969,7.622337
1972,6.938582
1974,7.135396
1977,7.67487
1978,7.880762
1979,8.198176
1982,7.879957
1984,7.063814
1985,7.312888
1988,7.048247
1989,7.085934
1992,7.917296
1994,7.533419
1995,7.563214
1996,7.674049
2001,7.752022
2003,7.200668
2007,7.354781
2008,7.505915
2010,7.486766
2011,7.53222
2012,7.668502
2014,7.698392
2015,7.197717
2017,7.519434
2018,7.357002
2020,8.044194
2023,7.786956
2024,7.591525
2025,7.533308
2028,7.47218
2029,7.31762
2033,7.398844
2034,6.770568
2035,7.231914
2036,7.099535
2037,7.291062
2038,7.5873
2039,7.17722
2045,7.312972
2046,7.513024
2052,7.422086
2059,7.312554
2063,7.800846
2064,7.285336
2065,7.459713
2066,7.543959
2069,7.336026
2078,7.674512
2082,7.55938
2086,7.151738
2090,7.628772
2095,7.724532
2097,7.170854
2100,7.562391
2101,8.102942
2103,7.224924
2104,7.619144
2105,7.60457
2107,7.356014
2108,7.864963
2109,7.513957
2111,6.973168
2112,7.765904
2114,7.460688
2115,7.521924
2116,7.575421
2117,7.354519
2118,7.025058
2119,7.279442
2120,7.449667
2121,7.154482
2122,7.393238
2123,7.327585
2124,7.461224
2126,6.939335
2129,7.351569
2130,7.16644
2131,7.401502
2134,7.688974
2136,7.313373
2137,7.132696
2141,7.225396
2142,7.255757
2148,7.519048
2150,7.819442
2153,7.817996
2154,7.733602
2155,7.761466
2156,7.630158
2158,7.46131
2159,7.625274
2164,7.862311
2165,7.93624
2166,7.248218
2170,7.281551
2174,7.39849
2175,7.472077
2178,7.370384
2179,7.249734
2184,7.702804
2185,7.561829
2186,6.926558
2190,7.958582
2195,7.090476
2196,6.897591
2197,7.482836
2198,7.242636
2199,7.575358
2201,7.344836
2203,7.458518
2204,7.26235
2205,6.952748
2206,7.751844
2211,7.332956
2214,7.246448
2216,7.507225
2217,7.257028
2218,7.333146
2219,6.892238
2220,7.429137
2221,7.528128
2222,7.574596
2224,7.54824
2227,7.51856
2231,7.381649
2236,7.248498
2237,7.739742
2238,7.385455
2240,7.658552
2242,7.975574
2246,7.472778
2248,7.62925
2253,7.864342
2254,7.792596
2256,7.708935
2260,7.383628
2264,7.423888
2267,7.229394
2269,7.709762
2270,7.606992
2271,7.138998
2276,7.585751
2280,7.7266
2281,7.466042
2284,7.604442
2286,7.547876
2288,7.617895
2289,7.550808
2295,7.435054
2302,7.908044
2307,7.041942
2308,7.154906
2309,8.401597
2310,7.362468
2312,7.479376
2316,7.634446
2321,8.120611
2323,7.396235
2326,7.251942
2327,7.373518
2329,7.484504
2330,7.687688
2331,7.166031
2334,7.414675
2337,7.553212
2338,7.222769
2342,7.079759
2346,7.4663
2350,7.599134
2351,7.816261
2355,7.739465
2356,7.109352
2357,7.49355
2359,7.297996
2361,7.598359
2365,7.551189
2369,7.45267
2372,7.461416
2377,7.452252
2379,7.869858
2380,7.151998
2381,7.713538
2383,7.102494
2388,7.548702
2389,7.491082
2390,7.415096
2392,7.451053
2393,7.635248
2396,7.090182
2398,7.369038
2399,7.573882
2400,7.508694
2402,7.23185
2404,7.303117
2406,7.872989
2410,7.61321
2413,7.216227
2417,7.740166
2420,7.690916
2421,7.440236
2425,7.820524
2434,7.388282
2435,7.266144
2438,7.492913
2439,7.646847
2443,7.554759
2445,7.626098
2446,7.19646
2448,7.22278
2451,7.513318
2452,7.082048
2453,7.926574
2455,7.423041
2457,8.010069
2458,7.411493
2460,7.123516
2462,7.770614
2464,7.42351
2465,7.493612
2470,7.03702
2475,7.540932
2476,7.36333
2478,7.452218
2485,6.954456
2486,7.52578
2487,7.247544
2489,7.483708
2493,7.282492
2494,7.734796
2497,7.019716
2499,7.746935
2500,8.160534
2505,7.323752
2506,7.656362
2511,6.933528
2514,7.278002
2515,7.64145
2518,7.391945
2523,7.836752
2524,7.079812
2526,7.388618
2529,7.024814
2533,7.56901
2537,7.248916
2538,7.460884
2540,7.122661
2542,8.145362
2544,6.753457
2545,7.186564
2547,7.969094
2550,7.1095
2551,7.19593
2555,7.562282
2558,7.548927
2559,7.468295
2560,7.64682
2563,7.816342
2572,7.271373
2573,7.353602
2574,7.401228
2575,7.60593
2576,7.409408
2578,7.588831
2579,7.252327
2584,7.431562
2585,7.33234
2587,7.603486
2589,7.553116
2594,7.740935
2595,7.699396
2597,7.490332
2598,7.105616
2602,7.726004
2603,7.33241
2604,7.591848
2606,7.437206
2607,7.018594
2608,7.702591
2610,7.594264
2611,7.800414
2614,7.469614
2617,6.799589
2620,6.793568
2624,7.401152
2625,7.673428
2626,7.630334
2627,7.818222
2629,7.447118
2630,7.444269
2632,7.540351
2638,7.837332
2639,7.43535
2648,8.212194
2649,7.170583
2655,7.47171
2656,7.169504
2657,7.876602
2659,7.50185
2660,6.720877
2661,7.335506
2663,7.254186
2665,7.388134
2668,7.784267
2670,8.082342
2674,7.804073
2675,7.110742
2680,7.488964
2682,7.273895
2683,7.132715
2684,7.595336
2687,7.353968
2688,7.417441
2689,7.102754
2690,7.886354
2691,7.36455
2693,7.730112
2694,7.173864
2699,7.213452
2702,7.265587
2703,7.185565
2709,7.395511
2716,7.664171
2717,7.196378
2719,7.426584
2721,7.287511
2722,7.848337
2732,7.458372
2735,7.240031
2739,7.444998
2743,7.550164
2744,7.21801
2747,7.494686
2748,7.40439
2750,7.709281
2752,7.61782
2753,7.3917
2755,7.461275
2756,7.509929
2759,7.305939
2761,7.6423
2762,7.1228
2763,7.23051
2764,7.595497
2770,7.261162
2771,7.096714
2772,7.706224
2773,8.079833
2775,7.616698
2780,6.979022
2782,7.032017
2783,7.336542
2789,7.29509
2796,7.346938
2798,7.443371
2799,6.968172
2800,7.700298
2806,7.597984
2807,7.499886
2814,7.408917
2817,7.050218
2818,7.793716
2820,7.351096
2821,7.596372
2822,7.206184
2826,7.557719
2827,7.897478
2828,7.513412
2830,7.541528
2831,7.57706
2832,7.246774
2841,7.570396
2842,7.68194
2848,7.446934
2849,7.594872
2851,7.208085
2852,7.201622
2853,6.915238
2854,7.438586
2860,6.883222
2862,7.543739
2865,7.348071
2866,7.634122
2867,7.10761
2870,7.385164
2875,7.913795
2877,7.45149
2878,7.543305
2879,7.103294
2882,7.606694
2883,7.685643
2884,6.97544
2885,7.471975
2886,7.50612
2887,7.86481
2889,7.953132
2890,7.039907
2895,7.515562
2896,7.867358
2897,7.25775
2899,7.79702
2902,7.661622
2908,7.78992
2914,7.186436
2916,7.323012
2917,7.390015
2918,7.549518
2920,7.362539
2922,7.53362
2925,7.481023
2928,7.171367
2929,7.096047
2932,7.438464
2933,7.290488
2934,7.326042
2935,7.194854
2936,7.380738
2937,7.783458
2939,7.538921
2943,7.515016
2946,7.34849
2949,7.012083
2950,7.623152
2951,7.351124
2953,7.39344
2959,7.641046
2963,7.725749
2967,7.534002
2970,7.437608
2974,7.03294
2977,7.63444
2980,7.533925
2981,7.416612
2986,7.546562
2987,7.027141
2988,7.025596
2991,7.472232
2993,7.876884
2994,7.377708
2995,7.464696
2996,7.307696
3001,7.274452
3003,7.872218
3005,8.079724
3008,6.995154
3009,7.670276
3010,7.153146
3011,7.413402
3012,7.572232
3017,7.865724
3020,6.985188
3021,7.60391
3022,7.370504
3027,7.633764
3030,7.29366
3031,7.266732
3032,7.42232
3033,7.436017
3035,7.592232
3038,7.543388
3040,7.610708
3043,7.224779
3045,7.927747
3046,7.342484
3057,7.368026
3058,8.015888
3059,7.462814
3061,7.552934
3062,7.578153
3063,7.558228
3064,7.771918
3067,7.240442
3068,7.314316
3070,7.081919
3074,7.781085
3076,7.409994
3077,7.892094
3078,8.070662
3079,7.609698
3082,7.187104
3083,7.584341
3084,7.4888
3088,7.639233
3089,7.038536
3090,7.903757
3091,7.818352
3092,7.596384
3093,7.551367
3097,7.520642
3098,7.145346
3099,7.353876
3104,7.786344
3105,7.343604
3106,7.719467
3108,7.644312
3110,7.294393
3112,7.295594
3113,6.696882
3114,7.411085
3117,7.522886
3118,7.569814
3122,7.298778
3124,7.506863
3126,7.243326
3129,7.275437
3131,7.14451
3133,7.196027
3135,7.459848
3138,7.40786
3140,7.539443
3146,7.642574
3152,7.807062
3156,7.668885
3157,6.970147
3158,7.12307
3159,7.384049
3160,7.280503
3164,7.720106
3172,7.224316
3174,7.342484
3175,7.18662
3177,7.185382
3183,7.368748
3190,7.913735
3192,8.098306
3195,7.129755
3196,7.317168
3203,7.317666
3208,7.136012
3209,7.655613
3210,7.378638
3211,7.464076
3215,7.761822
3216,8.14372
3218,7.428722
3220,7.768704
3224,7.48284
3231,7.234812
3234,7.609032
3235,7.519692
3236,7.371317
3237,7.090449
3239,7.330285
3242,7.38271
3245,7.128808
3251,7.431513
3254,7.258172
3256,7.918834
3258,6.997842
3260,7.261678
3267,7.153546
3268,7.277704
3270,7.29862
3272,7.519218
3273,7.270984
3274,7.84778
3276,7.324942
3277,7.838838
3279,7.556412
3280,7.485028
3282,7.333702
3283,7.375562
3286,7.52935
3288,7.878774
3290,7.038396
3296,7.77685
3298,7.323558
3301,7.205713
3302,7.229634
3304,7.742616
3305,6.463608
3309,7.160682
3311,7.631424
3316,7.230901
3317,7.568906
3318,7.325528
3328,7.425242
3330,7.592568
3331,7.129704
3332,7.015058
3334,7.301035
3337,7.099233
3338,7.704983
3343,7.94672
3346,7.502765
3353,7.16912
3354,7.847749
3360,7.188634
3366,7.184047
3367,7.738331
3370,7.136941
3371,7.599797
3372,7.340321
3374,7.372304
3376,7.251358
3378,7.498334
3379,7.443178
3382,8.026655
3383,7.343261
3385,7.85467
3386,7.440442
3396,7.692978
3400,7.849182
3401,7.569152
3403,7.440632
3408,7.187345
3412,7.338569
3415,7.404966
3416,7.625242
3420,7.292836
3422,7.264342
3424,7.619018
3427,7.314136
3428,7.71784
3430,7.42604
3431,7.7062
3432,6.898746
3440,7.781052
3441,7.874628
3442,7.203115
3444,7.732956
3445,7.365112
3446,7.300254
3449,7.331086
3453,7.191532
3454,7.628577
3459,7.44012
3462,7.113911
3463,7.175999
3464,7.15402
3465,7.540595
3469,7.094401
3470,7.341038
3471,7.232259
3472,7.72385
3476,7.183916
3477,7.268244
3479,7.92891
3493,7.670158
3494,7.917115
3496,7.323302
3497,7.783656
3498,7.522858
3502,7.454264
3505,7.507816
3506,7.827698
3508,7.827644
3512,6.99933
3513,7.247246
3514,7.276868
3518,6.647118
3520,7.844564
3524,6.933202
3525,7.429006
3529,7.467554
3530,7.339724
3532,7.429436
3535,7.752294
3539,7.121166
3540,7.448922
3543,7.641765
3547,7.804136
3548,7.44883
3549,7.626268
3558,7.158494
3561,7.470602
3562,7.349936
3565,7.540749
3568,7.257078
3570,6.827876
3581,7.334809
3585,7.37793
3586,7.855171
3589,7.6078
3591,8.077438
3592,7.55757
3598,6.974594
3602,7.440314
3603,7.019996
3606,7.26933
3610,7.329704
3611,7.265699
3612,7.857598
3614,7.460027
3619,7.347874
3620,7.171504
3622,7.900866
3624,7.813236
3628,7.165183
3630,7.405108
3639,7.297663
3642,7.134278
3649,7.379622
3650,7.314452
3651,7.675626
3652,7.189808
3654,7.500115
3657,7.535664
3661,7.80359
3662,7.659276
3664,7.843659
3670,7.300894
3673,7.389828
3677,7.332186
3678,6.745312
3679,7.958247
3682,7.877594
3683,7.64626
3686,7.033792
3687,7.120422
3690,7.788086
3692,7.41402
3694,6.896134
3697,7.231972
3698,7.07951
3701,7.767468
3702,7.562494
3703,7.903493
3709,7.7127
3712,7.334885
3717,7.014573
3722,7.599278
3726,6.911523
3731,7.412261
3735,7.838996
3736,7.18166
3737,7.359004
3740,6.596303
3741,7.334154
3742,7.805208
3743,7.115414
3746,7.566862
3749,8.049172
3750,7.222105
3754,7.279173
3758,7.25613
3759,8.026586
3760,7.487808
3766,7.993305
3767,7.411738
3768,7.173696
3775,7.699158
3777,7.107386
3778,7.996019
3779,7.268689
3787,7.464368
3788,7.452546
3789,7.882893
3791,7.686952
3792,7.856304
3793,7.891251
3799,7.458322
3800,7.058888
3804,7.07509
3805,7.495304
3809,7.461658
3812,7.182867
3813,7.615714
3815,7.087371
3816,7.763314
3817,7.945892
3818,7.50088
3820,7.567742
3822,7.960156
3830,7.05478
3832,7.302745
3834,7.394635
3835,7.578826
3837,7.704346
3838,7.489752
3840,7.38819
3845,7.52145
3847,7.57723
3848,6.775642
3849,7.212388
3850,7.517934
3851,7.480632
3854,7.196114
3856,7.524004
3858,7.84081
3859,8.00191
3860,7.329746
3861,7.758892
3862,7.93315
3864,7.785732
3865,7.313978
3866,6.826679
3869,7.680125
3872,7.032433
3874,7.363394
3876,7.923018
3879,7.331959
3880,7.55236
3882,7.84381
3883,8.059074
3884,7.308094
3890,7.824039
3892,7.12432
3897,7.271791
3899,7.25372
3903,7.379557
3906,7.509102
3911,7.036134
3915,7.55524
3916,7.243358
3918,7.253526
3919,7.30823
3922,7.854008
3926,7.359879
3930,7.494764
3937,7.556054
3940,7.272888
3943,7.44209
3956,7.518938
3957,7.53547
3961,7.526102
3962,7.584954
3964,7.674392
3967,7.372932
3969,7.590698
3970,6.970376
3972,7.475528
3975,7.544602
3980,7.658364
3981,8.257552
3982,7.572054
3983,7.568613
3988,7.398926
3989,7.835427
3994,7.12641
4002,7.53201
4003,7.021241
4004,7.639827
4006,7.392454
4009,7.291814
4011,7.47475
4012,7.164512
4015,8.006831
4016,7.0657
4018,7.51646
4021,7.340789
4023,7.446106
4024,7.540674
4026,7.522522
4027,7.629299
4028,7.791464
4029,7.51224
4032,7.28377
4033,7.648274
4036,7.35681
4038,7.059293
4040,7.703316
4042,7.711341
4043,7.444774
4045,7.850012
4048,7.45969
4050,7.095382
4051,7.335136
4056,7.338329
4060,8.012925
4066,7.911314
4068,8.308604
4070,7.28756
4071,7.545298
4072,7.213804
4073,7.281769
4074,7.208407
4076,7.766588
4077,7.399586
4078,7.222742
4083,7.359538
4086,6.819308
4088,7.02687
4090,7.344094
4091,7.695673
4094,7.123373
4095,7.634282
4100,7.71753
4101,7.133024
4102,7.412462
4105,7.38687
4107,7.618014
4109,7.387515
4110,7.666624
4111,7.709766
4112,7.63867
4114,7.961494
4116,7.640291
4117,7.998034
4118,7.371341
4119,7.282114
4123,7.446255
4125,7.873268
4131,7.705472
4134,7.962808
4138,7.075423
4139,7.630839
4142,7.535582
4147,7.1568
4149,7.121094
4150,7.817302
4151,7.4943
4152,7.786862
4156,7.313246
4158,7.255941
4160,7.644091
4166,7.596714
4167,7.791848
4168,7.481086
4170,7.087645
4177,7.51249
4178,7.959904
4181,7.672302
4185,7.638412
4187,7.60525
4188,7.661828
4194,7.36395
4195,7.232936
4198,7.6401
4200,7.834326
4202,7.393786
4205,7.858014
4208,7.700146
4209,7.539242
4210,7.363637
4211,7.489373
4212,7.723598
4218,7.511599
4220,7.715534
4224,7.063305
4226,7.010514
4229,7.764262
4231,7.401304
4236,7.51245
4238,7.190758
4239,6.612948
4240,7.476382
4242,7.521694
4244,7.91757
4252,6.849339
4258,7.235382
4259,7.528732
4261,7.096833
4263,7.408638
4265,7.590015
4269,7.351958
4271,7.317184
4272,7.83347
4277,7.359838
4279,7.349504
4281,7.085878
4282,7.212972
4283,7.541138
4284,7.282658
4285,7.404572
4288,6.882572
4289,7.814048
4293,7.749962
4295,7.666662
4297,7.8706
4303,7.046244
4304,6.867683
4305,7.599162
4314,7.807972
4317,7.353394
4320,7.878685
4322,7.827628
4325,7.760184
4330,7.630615
4334,7.498332
4336,7.379138
4337,7.560624
4342,7.106988
4348,7.481322
4354,7.544922
